observability_view,stress_condition,workloads,mean_mcc,minimum_mcc,mean_fpr,maximum_fpr
TIER2_FULL,ATOMIC,4,0.9208438020302945,0.718178190618335,0.006944444444444444,0.027777777777777776
TIER2_CORE,CACHE,4,0.9853151678577535,0.9651970175028427,0.013354700854700856,0.027777777777777776
TIER2_FULL,CACHE,4,0.9940159134820429,0.9760636539281714,0.006410256410256411,0.025641025641025644
TIER2_FULL,MEMBW,4,0.75,0.0,0.0,0.0
