setup,event,feature_budget,block_length,best_mcc,best_balanced_accuracy,best_f1,min_fpr,selected_configuration
B,DROOP,15,50,0.9885057697180782,0.9942320993968389,0.9942568082294279,0.00922722029988466,0
B,DROOP,15,100,0.9869874759500131,0.9934591656822157,0.993491316237279,0.01076865224224235,0
B,DROOP,15,200,0.9908145351968721,0.9953917050691244,0.9954162945268584,0.007680491551459293,1
B,DROOP,15,500,0.9885913258113005,0.9942305978793549,0.9943073593073594,0.011538804241290208,0
B,DROOP,15,1000,0.9774370722586196,0.9885482734319945,0.9886789240721825,0.007751937984496124,0
B,DROOP,30,50,0.9885057697180782,0.9942320993968389,0.9942568082294279,0.0096125757281131,0
B,DROOP,30,100,0.9862393295346443,0.9930742542118539,0.9931209185731675,0.009230780146372786,0
B,DROOP,30,200,0.9893023904006463,0.9946236559139785,0.9946639670136143,0.009216589861751152,0
B,DROOP,30,500,0.9885913258113005,0.9942305978793549,0.9943073593073594,0.007662835249042145,0
B,DROOP,30,1000,0.9777664060911869,0.9886363636363636,0.9887640449438203,0.007751937984496124,0
B,DROOP,50,50,0.988506409003608,0.9942320993968389,0.9942572425758466,0.009228552173484528,0
B,DROOP,50,100,0.9869961594151261,0.9934582787894269,0.9934992487304498,0.009230780146372786,0
B,DROOP,50,200,0.9877633803454507,0.9938556067588326,0.9938872668928694,0.009223701428002504,0
B,DROOP,50,500,0.9885913258113005,0.9942305978793549,0.9943073593073594,0.011538804241290208,0
B,DROOP,50,1000,0.9777664060911869,0.9886363636363636,0.9887640449438203,0.007751937984496124,0
B,SPECTRE,5,50,0.6263099279769706,0.7859615384615385,0.731272462949515,0.009230769230769232,0
B,SPECTRE,5,100,0.6360464472102061,0.7923076923076924,0.7412682324727985,0.01,0
B,SPECTRE,5,150,0.6903791269899652,0.8257649938800491,0.7904827689255314,0.009322725418196653,0
B,SPECTRE,5,200,0.6698712958888232,0.8138461538461538,0.7744078397233845,0.009230769230769232,0
B,SPECTRE,5,250,0.7142331177317913,0.8423076923076923,0.8158710058864568,0.011538461538461539,0
B,SPECTRE,5,300,0.7647139923012961,0.8717510259917921,0.8546517359264788,0.011627906976744186,0
B,SPECTRE,5,350,0.8150156025999568,0.9011225266362253,0.8913194133867524,0.010958904109589041,0
