setup,feature,domain,graph_centrality,edge_stability,conditional_dependence,cias_alignment,telemetry_cost,hardware_cost_penalty,droop_anchor_score,importance_score,graph_method
B,Core0 (Socket 0).8_L2HIT,MEMORY,0.6233822117128054,0.5714285714285714,0.6233822117128054,0.10324324233784037,1.08,0.9000000000000001,0.0,0.5186371092989142,stable_rank_precision
B,Core0 (Socket 0).9_L3MPI,MEMORY,0.7527053090439442,0.42857142857142855,0.7527053090439442,0.3869916207868508,1.08,0.9000000000000001,0.0,0.6130336518544857,stable_rank_precision
B,Core0 (Socket 0)_EXEC,CORE,0.562016934636253,0.2857142857142857,0.562016934636253,0.22131717608481313,1.0,0.8333333333333334,0.0,0.4699034762633855,stable_rank_precision
B,Core1 (Socket 0).10_L2MPI,MEMORY,0.792715304665108,0.5714285714285714,0.792715304665108,0.5573586667413699,1.08,0.9000000000000001,0.0,0.7070513293440138,stable_rank_precision
B,Core1 (Socket 0).11_C0res%,CORE,0.6810745502332647,0.2857142857142857,0.6810745502332647,0.47717458410862124,1.0,0.8333333333333334,0.35,0.5989419879526822,stable_rank_precision
B,Core1 (Socket 0).12_C1res%,CORE,0.6765906021171165,0.2857142857142857,0.6765906021171165,0.5293533749010921,1.0,0.8333333333333334,0.35,0.6077577244152003,stable_rank_precision
B,Core1 (Socket 0).14_C6res%,CORE,0.7999541583171504,0.14285714285714285,0.7999541583171504,0.464892196071906,1.0,0.8333333333333334,0.35,0.6290442795489044,stable_rank_precision
B,Core1 (Socket 0).15_C7res%,CORE,0.8146100798781927,0.14285714285714285,0.8146100798781927,0.43367772827141615,1.0,0.8333333333333334,0.35,0.6310551496703218,stable_rank_precision
B,Core1 (Socket 0).16_TEMP,SENSOR,0.7473759073050215,0.2857142857142857,0.7473759073050215,0.37790908837530557,1.2,1.0,0.25,0.5144320325289042,stable_rank_precision
B,Core1 (Socket 0).17_INST,CORE,0.8142832212277114,0.7142857142857143,0.8142832212277114,0.6786725110511814,1.0,0.8333333333333334,0.0,0.8430822034003548,stable_rank_precision
B,Core1 (Socket 0).18_ACYC,CORE,0.8412174861519806,0.7142857142857143,0.8412174861519806,0.6465070797546298,1.0,0.8333333333333334,0.0,0.8523527677959235,stable_rank_precision
B,Core1 (Socket 0).19_TIME(ticks),CORE,0.804277865040958,0.5714285714285714,0.804277865040958,0.9094421650954724,1.0,0.8333333333333334,0.0,0.8485430435590505,stable_rank_precision
B,Core1 (Socket 0).1_IPC,CORE,0.6387479951148247,0.2857142857142857,0.6387479951148247,0.29539150034719747,1.0,0.8333333333333334,0.0,0.5329740478935031,stable_rank_precision
B,Core1 (Socket 0).20_PhysIPC,CORE,0.6469321047370336,0.2857142857142857,0.6469321047370336,0.2950250455793482,1.0,0.8333333333333334,0.0,0.5378721451536776,stable_rank_precision
B,Core1 (Socket 0).21_PhysIPC%,CORE,0.6496553260496839,0.2857142857142857,0.6496553260496839,0.29511400970355145,1.0,0.8333333333333334,0.0,0.5395486207537915,stable_rank_precision
B,Core1 (Socket 0).22_INSTnom,CORE,0.527031703363383,0.2857142857142857,0.527031703363383,0.4603949870147931,1.0,0.8333333333333334,0.0,0.501510896604159,stable_rank_precision
B,Core1 (Socket 0).23_INSTnom%,CORE,0.5353401764684278,0.2857142857142857,0.5353401764684278,0.445848592072717,1.0,0.8333333333333334,0.0,0.5033475644036425,stable_rank_precision
B,Core1 (Socket 0).2_FREQ,CORE,0.4948207432559012,0.5178571428571429,0.5351360270222748,0.46944770623373655,1.0,0.8333333333333334,0.35,0.5570333227701368,stable_rank_precision
B,Core1 (Socket 0).3_AFREQ,CORE,0.7187984240713109,0.2857142857142857,0.7187984240713109,0.6336265455132623,1.0,0.8333333333333334,0.35,0.6565055632411485,stable_rank_precision
B,Core1 (Socket 0).4_CFREQ,CORE,0.52075931105779,0.2857142857142857,0.52075931105779,0.5894349473117696,1.0,0.8333333333333334,0.35,0.5262428930701777,stable_rank_precision
B,Core1 (Socket 0).5_L3MISS,MEMORY,0.5171868738568307,0.42857142857142855,0.5171868738568307,0.6363242393220634,1.08,0.9000000000000001,0.0,0.5314343740857204,stable_rank_precision
B,Core1 (Socket 0).6_L2MISS,MEMORY,0.5809276345541927,0.42857142857142855,0.5809276345541927,0.5039523677211039,1.08,0.9000000000000001,0.0,0.5402254167183752,stable_rank_precision
B,Core1 (Socket 0).7_L3HIT,MEMORY,0.2820642855930664,0.14285714285714285,0.2820642855930664,0.4150527055100036,1.08,0.9000000000000001,0.0,0.2804968184031145,stable_rank_precision
B,Core1 (Socket 0).8_L2HIT,MEMORY,0.44278494208166436,0.2857142857142857,0.44278494208166436,0.0644182482634055,1.08,0.9000000000000001,0.0,0.33578879769463127,stable_rank_precision
B,Core1 (Socket 0).9_L3MPI,MEMORY,0.8582166103518837,0.5714285714285714,0.8582166103518837,0.33266800090858367,1.08,0.9000000000000001,0.0,0.6979229338717403,stable_rank_precision
