setup,replicate_index,seed,decision_rule,n_blocks,n_alarms,calibration_threshold_rank,calibration_block_count,overall_benign_fpr,boundary_block_fpr,within_phase_fpr,reference_compatibility_pvalue,reference_stale,reference_stale_naive,threshold,threshold_rule,workload_orders
B,1,123,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,4.945885478329177,finite_sample_upper_rank_with_strict_exceedance,"[[""NI"", ""HA"", ""MM"", ""DP"", ""GL"", ""TR"", ""OE"", ""PI"", ""SH"", ""JA"", ""DJ"", ""GS"", ""DFT""], [""GS"", ""JA"", ""SH"", ""OE"", ""MM"", ""DFT"", ""DJ"", ""GL"", ""PI"", ""NI"", ""HA"", ""TR"", ""DP""], [""SH"", ""DJ"", ""NI"", ""GL"", ""HA"", ""DP"", ""TR"", ""DFT"", ""PI"", ""GS"", ""MM"", ""OE"", ""JA""], [""DJ"", ""TR"", ""OE"", ""DP"", ""GL"", ""HA"", ""GS"", ""MM"", ""SH"", ""NI"", ""PI"", ""JA"", ""DFT""], [""NI"", ""JA"", ""DFT"", ""GL"", ""HA"", ""SH"", ""OE"", ""GS"", ""MM"", ""DJ"", ""DP"", ""PI"", ""TR""]]"
B,2,10130,current,156,0,104,104,0.0,0.0,0.0,1.0,0,0,4.056877465017995,finite_sample_upper_rank_with_strict_exceedance,"[[""JA"", ""NI"", ""DJ"", ""GL"", ""OE"", ""HA"", ""SH"", ""TR"", ""DP"", ""MM"", ""GS"", ""PI"", ""DFT""], [""OE"", ""DJ"", ""GS"", ""TR"", ""PI"", ""MM"", ""DP"", ""GL"", ""NI"", ""SH"", ""DFT"", ""JA"", ""HA""], [""DP"", ""SH"", ""MM"", ""NI"", ""PI"", ""GL"", ""HA"", ""JA"", ""GS"", ""TR"", ""DJ"", ""OE"", ""DFT""], [""DP"", ""GS"", ""DJ"", ""HA"", ""SH"", ""JA"", ""MM"", ""NI"", ""OE"", ""TR"", ""DFT"", ""PI"", ""GL""], [""GS"", ""HA"", ""GL"", ""DFT"", ""JA"", ""DP"", ""NI"", ""DJ"", ""OE"", ""SH"", ""MM"", ""TR"", ""PI""]]"
B,2,10130,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,4.056877465017995,finite_sample_upper_rank_with_strict_exceedance,"[[""JA"", ""NI"", ""DJ"", ""GL"", ""OE"", ""HA"", ""SH"", ""TR"", ""DP"", ""MM"", ""GS"", ""PI"", ""DFT""], [""OE"", ""DJ"", ""GS"", ""TR"", ""PI"", ""MM"", ""DP"", ""GL"", ""NI"", ""SH"", ""DFT"", ""JA"", ""HA""], [""DP"", ""SH"", ""MM"", ""NI"", ""PI"", ""GL"", ""HA"", ""JA"", ""GS"", ""TR"", ""DJ"", ""OE"", ""DFT""], [""DP"", ""GS"", ""DJ"", ""HA"", ""SH"", ""JA"", ""MM"", ""NI"", ""OE"", ""TR"", ""DFT"", ""PI"", ""GL""], [""GS"", ""HA"", ""GL"", ""DFT"", ""JA"", ""DP"", ""NI"", ""DJ"", ""OE"", ""SH"", ""MM"", ""TR"", ""PI""]]"
B,3,20137,current,156,0,104,104,0.0,0.0,0.0,1.0,0,0,3.7435973294975775,finite_sample_upper_rank_with_strict_exceedance,"[[""TR"", ""MM"", ""NI"", ""GL"", ""SH"", ""OE"", ""JA"", ""HA"", ""GS"", ""DP"", ""PI"", ""DJ"", ""DFT""], [""PI"", ""OE"", ""DP"", ""MM"", ""SH"", ""DJ"", ""DFT"", ""NI"", ""GS"", ""HA"", ""JA"", ""TR"", ""GL""], [""DP"", ""PI"", ""NI"", ""GS"", ""HA"", ""MM"", ""OE"", ""DJ"", ""SH"", ""GL"", ""DFT"", ""TR"", ""JA""], [""DJ"", ""NI"", ""TR"", ""GL"", ""SH"", ""JA"", ""OE"", ""DP"", ""HA"", ""GS"", ""DFT"", ""PI"", ""MM""], [""PI"", ""GL"", ""DFT"", ""DP"", ""TR"", ""GS"", ""SH"", ""DJ"", ""MM"", ""OE"", ""JA"", ""HA"", ""NI""]]"
B,3,20137,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,3.7435973294975775,finite_sample_upper_rank_with_strict_exceedance,"[[""TR"", ""MM"", ""NI"", ""GL"", ""SH"", ""OE"", ""JA"", ""HA"", ""GS"", ""DP"", ""PI"", ""DJ"", ""DFT""], [""PI"", ""OE"", ""DP"", ""MM"", ""SH"", ""DJ"", ""DFT"", ""NI"", ""GS"", ""HA"", ""JA"", ""TR"", ""GL""], [""DP"", ""PI"", ""NI"", ""GS"", ""HA"", ""MM"", ""OE"", ""DJ"", ""SH"", ""GL"", ""DFT"", ""TR"", ""JA""], [""DJ"", ""NI"", ""TR"", ""GL"", ""SH"", ""JA"", ""OE"", ""DP"", ""HA"", ""GS"", ""DFT"", ""PI"", ""MM""], [""PI"", ""GL"", ""DFT"", ""DP"", ""TR"", ""GS"", ""SH"", ""DJ"", ""MM"", ""OE"", ""JA"", ""HA"", ""NI""]]"
B,4,30144,current,156,0,104,104,0.0,0.0,0.0,1.0,0,0,4.559480161585271,finite_sample_upper_rank_with_strict_exceedance,"[[""HA"", ""NI"", ""PI"", ""SH"", ""DP"", ""TR"", ""GL"", ""DJ"", ""GS"", ""OE"", ""MM"", ""DFT"", ""JA""], [""GL"", ""DP"", ""DJ"", ""JA"", ""OE"", ""PI"", ""NI"", ""TR"", ""MM"", ""DFT"", ""SH"", ""HA"", ""GS""], [""TR"", ""DP"", ""DJ"", ""SH"", ""PI"", ""DFT"", ""MM"", ""OE"", ""JA"", ""HA"", ""GS"", ""GL"", ""NI""], [""GS"", ""DFT"", ""SH"", ""DJ"", ""OE"", ""PI"", ""DP"", ""MM"", ""GL"", ""TR"", ""HA"", ""NI"", ""JA""], [""PI"", ""HA"", ""DFT"", ""NI"", ""TR"", ""GS"", ""DJ"", ""OE"", ""SH"", ""MM"", ""DP"", ""JA"", ""GL""]]"
B,4,30144,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,4.559480161585271,finite_sample_upper_rank_with_strict_exceedance,"[[""HA"", ""NI"", ""PI"", ""SH"", ""DP"", ""TR"", ""GL"", ""DJ"", ""GS"", ""OE"", ""MM"", ""DFT"", ""JA""], [""GL"", ""DP"", ""DJ"", ""JA"", ""OE"", ""PI"", ""NI"", ""TR"", ""MM"", ""DFT"", ""SH"", ""HA"", ""GS""], [""TR"", ""DP"", ""DJ"", ""SH"", ""PI"", ""DFT"", ""MM"", ""OE"", ""JA"", ""HA"", ""GS"", ""GL"", ""NI""], [""GS"", ""DFT"", ""SH"", ""DJ"", ""OE"", ""PI"", ""DP"", ""MM"", ""GL"", ""TR"", ""HA"", ""NI"", ""JA""], [""PI"", ""HA"", ""DFT"", ""NI"", ""TR"", ""GS"", ""DJ"", ""OE"", ""SH"", ""MM"", ""DP"", ""JA"", ""GL""]]"
B,5,40151,current,156,0,104,104,0.0,0.0,0.0,1.0,0,0,2.97528724933788,finite_sample_upper_rank_with_strict_exceedance,"[[""HA"", ""DJ"", ""DP"", ""DFT"", ""NI"", ""TR"", ""MM"", ""GS"", ""GL"", ""JA"", ""SH"", ""OE"", ""PI""], [""DP"", ""HA"", ""MM"", ""NI"", ""TR"", ""JA"", ""GS"", ""GL"", ""PI"", ""DFT"", ""SH"", ""DJ"", ""OE""], [""DP"", ""JA"", ""SH"", ""NI"", ""MM"", ""GL"", ""DFT"", ""OE"", ""HA"", ""TR"", ""DJ"", ""PI"", ""GS""], [""GL"", ""JA"", ""PI"", ""MM"", ""DFT"", ""HA"", ""DJ"", ""OE"", ""GS"", ""TR"", ""SH"", ""NI"", ""DP""], [""PI"", ""DJ"", ""NI"", ""JA"", ""SH"", ""DFT"", ""TR"", ""MM"", ""DP"", ""OE"", ""HA"", ""GL"", ""GS""]]"
B,5,40151,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,2.97528724933788,finite_sample_upper_rank_with_strict_exceedance,"[[""HA"", ""DJ"", ""DP"", ""DFT"", ""NI"", ""TR"", ""MM"", ""GS"", ""GL"", ""JA"", ""SH"", ""OE"", ""PI""], [""DP"", ""HA"", ""MM"", ""NI"", ""TR"", ""JA"", ""GS"", ""GL"", ""PI"", ""DFT"", ""SH"", ""DJ"", ""OE""], [""DP"", ""JA"", ""SH"", ""NI"", ""MM"", ""GL"", ""DFT"", ""OE"", ""HA"", ""TR"", ""DJ"", ""PI"", ""GS""], [""GL"", ""JA"", ""PI"", ""MM"", ""DFT"", ""HA"", ""DJ"", ""OE"", ""GS"", ""TR"", ""SH"", ""NI"", ""DP""], [""PI"", ""DJ"", ""NI"", ""JA"", ""SH"", ""DFT"", ""TR"", ""MM"", ""DP"", ""OE"", ""HA"", ""GL"", ""GS""]]"
B,6,50158,current,156,0,104,104,0.0,0.0,0.0,1.0,0,0,2.6291664149594407,finite_sample_upper_rank_with_strict_exceedance,"[[""HA"", ""SH"", ""DFT"", ""DJ"", ""JA"", ""OE"", ""GS"", ""MM"", ""NI"", ""GL"", ""PI"", ""DP"", ""TR""], [""HA"", ""DP"", ""GS"", ""GL"", ""NI"", ""MM"", ""PI"", ""TR"", ""OE"", ""SH"", ""DFT"", ""DJ"", ""JA""], [""GL"", ""TR"", ""DP"", ""OE"", ""NI"", ""PI"", ""MM"", ""DJ"", ""GS"", ""DFT"", ""SH"", ""JA"", ""HA""], [""PI"", ""HA"", ""DP"", ""OE"", ""SH"", ""GL"", ""JA"", ""DFT"", ""GS"", ""DJ"", ""NI"", ""MM"", ""TR""], [""DP"", ""OE"", ""NI"", ""GL"", ""PI"", ""DJ"", ""TR"", ""GS"", ""HA"", ""DFT"", ""JA"", ""MM"", ""SH""]]"
B,6,50158,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,2.6291664149594407,finite_sample_upper_rank_with_strict_exceedance,"[[""HA"", ""SH"", ""DFT"", ""DJ"", ""JA"", ""OE"", ""GS"", ""MM"", ""NI"", ""GL"", ""PI"", ""DP"", ""TR""], [""HA"", ""DP"", ""GS"", ""GL"", ""NI"", ""MM"", ""PI"", ""TR"", ""OE"", ""SH"", ""DFT"", ""DJ"", ""JA""], [""GL"", ""TR"", ""DP"", ""OE"", ""NI"", ""PI"", ""MM"", ""DJ"", ""GS"", ""DFT"", ""SH"", ""JA"", ""HA""], [""PI"", ""HA"", ""DP"", ""OE"", ""SH"", ""GL"", ""JA"", ""DFT"", ""GS"", ""DJ"", ""NI"", ""MM"", ""TR""], [""DP"", ""OE"", ""NI"", ""GL"", ""PI"", ""DJ"", ""TR"", ""GS"", ""HA"", ""DFT"", ""JA"", ""MM"", ""SH""]]"
B,7,60165,current,156,1,104,104,0.00641025641025641,0.02564102564102564,0.0,0.7915075382652375,0,0,5.841852474776568,finite_sample_upper_rank_with_strict_exceedance,"[[""DJ"", ""DFT"", ""GL"", ""GS"", ""NI"", ""TR"", ""OE"", ""DP"", ""PI"", ""JA"", ""SH"", ""MM"", ""HA""], [""DFT"", ""SH"", ""DP"", ""GL"", ""OE"", ""MM"", ""GS"", ""JA"", ""DJ"", ""NI"", ""HA"", ""TR"", ""PI""], [""OE"", ""DP"", ""GS"", ""SH"", ""JA"", ""MM"", ""DFT"", ""PI"", ""NI"", ""GL"", ""DJ"", ""HA"", ""TR""], [""SH"", ""NI"", ""JA"", ""GL"", ""DFT"", ""TR"", ""DP"", ""HA"", ""DJ"", ""OE"", ""PI"", ""MM"", ""GS""], [""GL"", ""DP"", ""DJ"", ""OE"", ""PI"", ""HA"", ""GS"", ""MM"", ""SH"", ""DFT"", ""TR"", ""NI"", ""JA""]]"
B,7,60165,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,5.841852474776568,finite_sample_upper_rank_with_strict_exceedance,"[[""DJ"", ""DFT"", ""GL"", ""GS"", ""NI"", ""TR"", ""OE"", ""DP"", ""PI"", ""JA"", ""SH"", ""MM"", ""HA""], [""DFT"", ""SH"", ""DP"", ""GL"", ""OE"", ""MM"", ""GS"", ""JA"", ""DJ"", ""NI"", ""HA"", ""TR"", ""PI""], [""OE"", ""DP"", ""GS"", ""SH"", ""JA"", ""MM"", ""DFT"", ""PI"", ""NI"", ""GL"", ""DJ"", ""HA"", ""TR""], [""SH"", ""NI"", ""JA"", ""GL"", ""DFT"", ""TR"", ""DP"", ""HA"", ""DJ"", ""OE"", ""PI"", ""MM"", ""GS""], [""GL"", ""DP"", ""DJ"", ""OE"", ""PI"", ""HA"", ""GS"", ""MM"", ""SH"", ""DFT"", ""TR"", ""NI"", ""JA""]]"
B,8,70172,current,156,2,104,104,0.01282051282051282,0.0,0.017094017094017096,0.4629739621983408,0,1,5.7845093460823716,finite_sample_upper_rank_with_strict_exceedance,"[[""DFT"", ""GS"", ""MM"", ""DP"", ""OE"", ""SH"", ""GL"", ""JA"", ""HA"", ""PI"", ""NI"", ""DJ"", ""TR""], [""GL"", ""OE"", ""DJ"", ""NI"", ""PI"", ""HA"", ""SH"", ""JA"", ""DP"", ""MM"", ""DFT"", ""TR"", ""GS""], [""DP"", ""OE"", ""GS"", ""GL"", ""DFT"", ""PI"", ""SH"", ""DJ"", ""JA"", ""MM"", ""NI"", ""TR"", ""HA""], [""GS"", ""MM"", ""PI"", ""GL"", ""OE"", ""DP"", ""NI"", ""HA"", ""DFT"", ""SH"", ""DJ"", ""TR"", ""JA""], [""DP"", ""TR"", ""NI"", ""SH"", ""DJ"", ""HA"", ""OE"", ""PI"", ""MM"", ""GS"", ""GL"", ""JA"", ""DFT""]]"
B,8,70172,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,5.7845093460823716,finite_sample_upper_rank_with_strict_exceedance,"[[""DFT"", ""GS"", ""MM"", ""DP"", ""OE"", ""SH"", ""GL"", ""JA"", ""HA"", ""PI"", ""NI"", ""DJ"", ""TR""], [""GL"", ""OE"", ""DJ"", ""NI"", ""PI"", ""HA"", ""SH"", ""JA"", ""DP"", ""MM"", ""DFT"", ""TR"", ""GS""], [""DP"", ""OE"", ""GS"", ""GL"", ""DFT"", ""PI"", ""SH"", ""DJ"", ""JA"", ""MM"", ""NI"", ""TR"", ""HA""], [""GS"", ""MM"", ""PI"", ""GL"", ""OE"", ""DP"", ""NI"", ""HA"", ""DFT"", ""SH"", ""DJ"", ""TR"", ""JA""], [""DP"", ""TR"", ""NI"", ""SH"", ""DJ"", ""HA"", ""OE"", ""PI"", ""MM"", ""GS"", ""GL"", ""JA"", ""DFT""]]"
B,9,80179,current,156,4,104,104,0.02564102564102564,0.0,0.03418803418803419,0.0724332072591102,0,1,4.0632912321053505,finite_sample_upper_rank_with_strict_exceedance,"[[""GS"", ""GL"", ""JA"", ""HA"", ""TR"", ""MM"", ""DP"", ""NI"", ""SH"", ""OE"", ""PI"", ""DFT"", ""DJ""], [""HA"", ""TR"", ""SH"", ""GL"", ""JA"", ""OE"", ""DFT"", ""DJ"", ""NI"", ""MM"", ""DP"", ""PI"", ""GS""], [""OE"", ""GL"", ""DFT"", ""TR"", ""DP"", ""HA"", ""SH"", ""NI"", ""GS"", ""MM"", ""JA"", ""DJ"", ""PI""], [""OE"", ""DP"", ""DJ"", ""GS"", ""SH"", ""HA"", ""DFT"", ""GL"", ""PI"", ""MM"", ""JA"", ""TR"", ""NI""], [""GS"", ""JA"", ""DP"", ""MM"", ""DFT"", ""TR"", ""DJ"", ""PI"", ""HA"", ""SH"", ""OE"", ""NI"", ""GL""]]"
B,9,80179,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,4.0632912321053505,finite_sample_upper_rank_with_strict_exceedance,"[[""GS"", ""GL"", ""JA"", ""HA"", ""TR"", ""MM"", ""DP"", ""NI"", ""SH"", ""OE"", ""PI"", ""DFT"", ""DJ""], [""HA"", ""TR"", ""SH"", ""GL"", ""JA"", ""OE"", ""DFT"", ""DJ"", ""NI"", ""MM"", ""DP"", ""PI"", ""GS""], [""OE"", ""GL"", ""DFT"", ""TR"", ""DP"", ""HA"", ""SH"", ""NI"", ""GS"", ""MM"", ""JA"", ""DJ"", ""PI""], [""OE"", ""DP"", ""DJ"", ""GS"", ""SH"", ""HA"", ""DFT"", ""GL"", ""PI"", ""MM"", ""JA"", ""TR"", ""NI""], [""GS"", ""JA"", ""DP"", ""MM"", ""DFT"", ""TR"", ""DJ"", ""PI"", ""HA"", ""SH"", ""OE"", ""NI"", ""GL""]]"
B,10,90186,current,156,3,104,104,0.019230769230769232,0.02564102564102564,0.017094017094017096,0.20578858699445732,0,1,3.7886414806830055,finite_sample_upper_rank_with_strict_exceedance,"[[""JA"", ""DFT"", ""PI"", ""GS"", ""DJ"", ""DP"", ""MM"", ""NI"", ""SH"", ""HA"", ""TR"", ""GL"", ""OE""], [""HA"", ""MM"", ""NI"", ""GL"", ""DP"", ""PI"", ""OE"", ""TR"", ""GS"", ""SH"", ""JA"", ""DJ"", ""DFT""], [""DP"", ""GS"", ""MM"", ""HA"", ""TR"", ""JA"", ""OE"", ""DFT"", ""GL"", ""SH"", ""NI"", ""PI"", ""DJ""], [""JA"", ""SH"", ""TR"", ""GL"", ""HA"", ""DFT"", ""GS"", ""PI"", ""MM"", ""OE"", ""DJ"", ""DP"", ""NI""], [""GL"", ""DJ"", ""GS"", ""SH"", ""HA"", ""PI"", ""DFT"", ""MM"", ""TR"", ""DP"", ""NI"", ""JA"", ""OE""]]"
B,10,90186,persistence,156,0,104,104,0.0,0.0,0.0,1.0,0,0,3.7886414806830055,finite_sample_upper_rank_with_strict_exceedance,"[[""JA"", ""DFT"", ""PI"", ""GS"", ""DJ"", ""DP"", ""MM"", ""NI"", ""SH"", ""HA"", ""TR"", ""GL"", ""OE""], [""HA"", ""MM"", ""NI"", ""GL"", ""DP"", ""PI"", ""OE"", ""TR"", ""GS"", ""SH"", ""JA"", ""DJ"", ""DFT""], [""DP"", ""GS"", ""MM"", ""HA"", ""TR"", ""JA"", ""OE"", ""DFT"", ""GL"", ""SH"", ""NI"", ""PI"", ""DJ""], [""JA"", ""SH"", ""TR"", ""GL"", ""HA"", ""DFT"", ""GS"", ""PI"", ""MM"", ""OE"", ""DJ"", ""DP"", ""NI""], [""GL"", ""DJ"", ""GS"", ""SH"", ""HA"", ""PI"", ""DFT"", ""MM"", ""TR"", ""DP"", ""NI"", ""JA"", ""OE""]]"
